gene_id,S00CWT11,S00D1D11,S00D2B11,S00D3911,S00D4711,S00D5511,S00XUN11
ENSG00000029363.14,23507.8,29382.36,29403.16,32146.67,31378.43,13879.82,14332.53
ENSG00000029364.10,4269,4342,3594,4154,4945,3879,3922
ENSG00000029534.18,4207,36,16,29,49,23,598
ENSG00000029559.6,0,0,0,0,0,0,0
ENSG00000029639.9,710,413,652,883,722,927,574
ENSG00000029725.15,6018,2899,3180,4366,5310,3897,3912
ENSG00000029993.13,690,580,1115,1213,540,314,142
ENSG00000030066.12,4140,3017,3896,4617,5512,3475,4254
ENSG00000030110.11,918.08,932.59,605.6,712.63,925.04,1184.99,1203.7
ENSG00000030304.11,0,0,0,0,0,0,0
ENSG00000030419.15,12260,276,105,243,653,406,2378
ENSG00000030582.15,1034,31683,1449,2023,5398,3200,5061
ENSG00000031003.9,6737,4767,6620,7931,6079,5594,4574
ENSG00000031081.9,86,1512,88,28,1130,130,36
ENSG00000031691.6,244,180,112,228,198,110,148
ENSG00000031698.11,2949,2822,1572,1900,2644,2452,2022
ENSG00000031823.13,1255,1082,821,855,1208,1423,1523
ENSG00000032219.17,3758,3231,4210,4467,4894,3696,3424
ENSG00000032389.11,769,829,593,747,1118,1310,974
ENSG00000032444.14,1793.35,2481,1073,1539,2367,3592,1353
ENSG00000032742.16,523,753,972,1258,937,801,797
ENSG00000033011.10,630.99,499.99,515,590,769,796,193
ENSG00000033030.12,1633,1538,1449,1528,1577,1152,1610
ENSG00000033050.6,1971,1611,1251,1365,1974,2025,1686
ENSG00000033100.13,3556,3699,2647,2839,2448.63,4114,5973.62
ENSG00000033122.17,92,6,5,2,0,0,12
ENSG00000033170.15,2107,907,834,1056,1123,660,599
ENSG00000033178.11,6784,6593,4783,7312,7326,4261,4377
ENSG00000033327.11,3006,4619,4579,3533,3558,2423,6863
ENSG00000033627.13,1663,2945,565,328,2291,1465,1275.08
ENSG00000033800.12,4211,4710,3910,5291,7078,3394,4495
ENSG00000033867.15,4054,2038,15758,14591,5289,3762,1961
ENSG00000034053.13,2415,104,194,89,15,10,7
ENSG00000034152.17,2621,2861,659,816,1667,2457,2392
ENSG00000034239.9,0,0,0,0,0,0,0
ENSG00000034510.5,15120,29661,12673,10889,15480,17186,19981
ENSG00000034533.10,432,368,662,664,620,512,821
ENSG00000034677.10,5565,5193,6031,6104,5891,4675,4317
ENSG00000034693.13,591.58,511.73,530.05,757,699.86,747.79,455
ENSG00000034713.6,2163,1826,864,947,1097,790,1181
ENSG00000034971.13,0,0,0,0,0,0,0
ENSG00000035115.20,903,680,828,1164,883,933,1234
ENSG00000035141.6,2282,1551,2144,2165,1623,1886,1819
ENSG00000035403.15,9628,8313,5242,4646,10957,17739,10857
ENSG00000035499.11,192,297,161,184,269,93,153
ENSG00000035664.10,37,43,57,25,94,87,21
ENSG00000035681.6,4289,4009,4689,5032,5193,4144,5743
ENSG00000035687.9,3378.99,2398,2357.98,2979.98,3301,2146,2262
ENSG00000035720.6,663,491,746,587,188,215,24
ENSG00000035862.11,862,2829,1123.84,1314.94,2175.77,1026.91,3549.56
ENSG00000035928.13,2397,2672,2931,3493,5215,2992,3953
ENSG00000036054.11,3044,2138,1810,2897,2466,1615,1479
ENSG00000036257.11,4191,4532,4650,4433,5440,2737,3341
ENSG00000036448.8,32,69,56,59,18,15,109
ENSG00000036473.6,0,1,0,0,0,0,0
ENSG00000036530.7,0,0,0,2,47,16,4
ENSG00000036549.11,6177,3669,5555,5916,5037,4531,4965
ENSG00000036565.13,0,19,2,2,2,0,8
ENSG00000036672.14,1,8,9,17,25,46,5
ENSG00000036828.12,0,0,0,0,1,0,0
ENSG00000037042.8,82.02,108.18,66.91,93.44,175.38,575.13,74.57
ENSG00000037241.6,284.49,291.94,260.91,299,473.6,381.86,222.82
ENSG00000037280.14,30,6,2,7,1,3,3628
ENSG00000037474.13,3235,3005,2169,2183,3135,3744,3408
ENSG00000037637.9,2404,2086,3431,3107,2124,1891,2885
ENSG00000037749.10,1424,946,1173,1723,1356,1050,1102
ENSG00000037757.12,1167.11,1093.12,1267.05,1568.68,986.02,1820,1330.04
ENSG00000037897.15,299.99,224,244,271,169,212,263
ENSG00000037965.5,0,0,0,0,0,0,0
ENSG00000038002.7,760,916,639,884,570,510,389
ENSG00000038210.12,996.28,1736,730.64,1352.4,1107.64,666.35,480.63
ENSG00000038219.11,9986,12219,10910,10827,11812,7900,9282
ENSG00000038274.15,5011,2929,2636,3545,3685,2584,2962
ENSG00000038295.6,0,0,0,0,0,0,0
ENSG00000038358.13,2881,2432.13,1657.26,1948.74,2375.77,4256.77,3342.13
ENSG00000038382.16,8948,7949,9189,7042,12623,15931,24221
ENSG00000038427.14,557,182683,5157,2411,359796,1343,1352
ENSG00000038532.13,2074,1703,1662,1595,1751,2479,2708
ENSG00000038945.13,6,3238,0,8,1043,2,22
ENSG00000039068.17,26,78,20,3,2,0,19
ENSG00000039123.14,5987,4297,5632,5454,8067,4580,4154
ENSG00000039139.9,0,0,0,0,1,0,0
ENSG00000039319.15,2985,3379,3363,4755,2299,861,2431
ENSG00000039523.16,213,663,207,264,982,1654,1125
ENSG00000039537.12,0,0,0,0,0,0,0
ENSG00000039560.12,0,0,0,1,0,0,0
ENSG00000039600.9,1,2,0,2,0,0,0
ENSG00000039650.8,799,925.42,601,686,613,1103,1057
ENSG00000039987.5,1,1,0,0,0,0,0
ENSG00000040199.17,509,381,169,236,815,716,830
ENSG00000040275.15,454,256,348,465,437,338,283
ENSG00000040341.16,5661.29,2221,2881.59,4089,3731.08,3422.04,1709.19
ENSG00000040487.11,80,492,123,132,215,405,386
ENSG00000040531.13,818,403,289,411,593,1054,479
ENSG00000040608.12,30,92,66,206,134,498,886
ENSG00000040633.11,1755,577,402,791,690,1100,1253
ENSG00000040731.9,0,0,2,0,0,0,0
ENSG00000040933.14,3387,4152,2611,3108,4264,3173,1721
ENSG00000041353.8,1381,2986,5680,8067,3640,3089,1247
ENSG00000041357.14,3950,4721,3729,4121,5240,3246,2553
ENSG00000041515.14,5,0,0,2,2,0,0
ENSG00000041802.9,2369,1806,2608,2619,2583,3533,2250
ENSG00000041880.13,124,475,106,149,669,1054,218
ENSG00000041982.13,0,0,0,1,0,1,1
ENSG00000041988.14,385,174,207,228,250,391,427
ENSG00000042062.10,1250,24,6,4,48,5,58
ENSG00000042088.12,1829,1096,1008,1335,1400,1434,1171
ENSG00000042286.13,55,134,54,29,201,471,80
ENSG00000042304.9,0,0,0,0,0,0,0
ENSG00000042317.15,501,254,648,929,346,336,516
ENSG00000042429.9,3273,1781,3486,3629,1910,1497,2237
ENSG00000042445.12,662,1099,803,911,715,1120,767
ENSG00000042493.14,3033,7839,2821,3646,1266,2075,1034
ENSG00000042753.10,828,1421,334,448,848,751,546
ENSG00000042781.11,0,0,0,0,0,0,0
ENSG00000042813.6,7,2,0,3,0,0,0
ENSG00000042832.10,93,169,197,103,60,22,9
ENSG00000042980.11,389,5270,6621,6166,3785,1203,1071
ENSG00000043039.6,0,0,0,0,0,0,0
ENSG00000043093.12,8021,3905,4543,6888,3721,2084,2463
ENSG00000043143.19,2418,1979,2057,3002,1927,4887,6706
ENSG00000043355.9,0,0,1,0,0,0,0
ENSG00000043462.10,7939,6596,2869,2956,4937,5260,3453
ENSG00000043514.14,936,698,1008,1072,1295,893,743
ENSG00000043591.5,2,225,115,201,527,1380,94
ENSG00000044012.3,0,0,0,0,0,0,0
ENSG00000044090.7,1225,737,1216,1379,817,1599,2538
ENSG00000044115.19,783,6809,4006,5466,8239,2925,7276
ENSG00000044446.10,2083,3305,3133,2637,2113,3182,3670
ENSG00000044459.13,727,1615,1015,1626,2321,1033,1063
ENSG00000044524.9,0,0,0,0,0,0,0
ENSG00000044574.7,6809,10357,5773,6226,15852,6397,4914
ENSG00000046604.11,5,1,177,0,0,0,57
ENSG00000046647.12,469,217,361,417,388,481,515
ENSG00000046651.13,4158,3057,3335,3218,4064,5537,2911
ENSG00000046653.13,5,1,30,21,1,5,2
ENSG00000046774.9,0,0,0,0,0,0,0
ENSG00000046889.17,378,1,0,0,0,0,0
ENSG00000047056.13,1658,1572,955,1235,1520,1862,2160
ENSG00000047188.14,3007,3171,2337,2854,4480,3592,2723
ENSG00000047230.13,1606,1014,2252,2311,1404,1729,1254
ENSG00000047249.15,1908,1939,1194,1535,1796,1421,1441
ENSG00000047315.13,8318,6201,7222,7367,10077,6088,5627
ENSG00000047346.11,3829,1850,3745,4434,4008,2687,2849
ENSG00000047365.10,3247,4644,133,284,10112,6591,5525
ENSG00000047410.12,16363.17,13171,13470,15237.1,21211,16063.08,12923.05
ENSG00000047457.12,18,1,22,203,1322.41,109,54
ENSG00000047578.11,1237,1522,1713,1722,1470,2412,2000
ENSG00000047579.18,341,383,381,422,503,472,601
ENSG00000047597.5,6396,48,28,82,36,4,54
ENSG00000047617.13,4,2,28,8,6,12,6
ENSG00000047621.10,1037,1174,854,1158,1651,886,584
ENSG00000047634.13,123,301,80,16,9,0,26
ENSG00000047644.16,299,825,762,760,1627,1062,1294
ENSG00000047648.20,0,5,1,5,2,0,0
ENSG00000047662.4,5,2,4,2,2,4,10
ENSG00000047849.20,4803,3725,4208,4710,6369,6702,10874
ENSG00000047932.12,3998,1818,2298,3525,2152,2219,2632
ENSG00000047936.9,0,0,1,0,0,0,0
ENSG00000048028.10,1013,758,659,651,1484,805,558
ENSG00000048052.20,1543,5192,1538,1258,5221,2391,376
ENSG00000048140.16,324,606,472,616,756,882,430
ENSG00000048162.18,695,553,355,450,714,922,626
ENSG00000048342.14,6,92,51,9,0,2,13
ENSG00000048392.10,1715,2457,1326,2143,1679,876,1206
ENSG00000048405.8,4924,4808,3870,4385,4281,2679,3305
ENSG00000048462.9,7,8,0,1,8,1,8
ENSG00000048471.12,1632.76,2521.84,1512.7,1352,3263.66,2995.72,1724
ENSG00000048540.13,0,0,1,0,0,0,0
ENSG00000048544.5,1353,599,848,965,1281.89,802.01,862.03
ENSG00000048545.12,0,0,0,0,0,0,0
ENSG00000048649.12,5953.54,4185.85,5631.03,6811.69,7419.66,4930.26,5545.71
ENSG00000048707.12,9731,8931,10160,10130,13535,15455,11734
ENSG00000048740.16,15139,13448,13580,13512,18702,20235,11714
ENSG00000048828.15,7962,9187,4531,6317,8930.71,7831.66,7316.84
ENSG00000048991.15,1949,1357,1653,1716,2266,1714,1878
ENSG00000049089.12,380,1887,628,449,187,809,127
ENSG00000049130.12,7,51,217,52,31,2,0
ENSG00000049167.12,771.02,476.42,664.85,785.89,783.18,551.65,577.89
ENSG00000049192.13,126,221,442,215,660,1299,263
ENSG00000049239.11,5361,2582,3363,2689,1534,2191,2966
ENSG00000049245.11,2411,3526,1971,2243,2870,1370,1737
ENSG00000049246.13,56,32,33,57,58,94,5
ENSG00000049247.12,240,0,4,5,0,2,0
ENSG00000049249.7,18,49,10,15,10,12,1
ENSG00000049283.16,0,1.1,0,0,1,1,0
ENSG00000049323.14,49,773,3800,4573,181,119,43
ENSG00000049449.7,1707.16,2626.44,3486.54,4777.68,1680.51,1128.42,2935.67
ENSG00000049540.15,0,61,6,44,64,273,5
ENSG00000049541.9,753,731,319,504,731,561,741
ENSG00000049618.20,9289,5886,8937,9041,7764,9524,14071
ENSG00000049656.12,2592,2443,1269,1399,1782,2199,2183
ENSG00000049759.15,99,50,98,118,567,439,33
ENSG00000049768.13,3,6,3,2,5,0,0
ENSG00000049769.11,133,69,64,82,85,75,249
ENSG00000049860.12,646,5318,1079,1243,4014,1498,1177
ENSG00000049883.13,1287,573,990,1110,1399,1342,1159
ENSG00000050030.12,4,6,1,0,0,0,1
ENSG00000050130.16,2482,1969,1816,2371,2062,1098,1526
ENSG00000050165.16,5,1,0,0,0,0,0
ENSG00000050327.13,47.28,362.81,196.19,182.82,15.66,25.37,11.38
ENSG00000050344.8,777,865,292,343,682,266,518
ENSG00000050393.10,1225,573,486,686,600,443,812
ENSG00000050405.12,1071,680,1261,1721,664,406,1427
ENSG00000050426.14,2340,1342,1885,1782,1750,2396,3053
ENSG00000050438.15,639,715,969,1327,1110,953,795
ENSG00000050555.16,5,7,1,13,12,12,7
ENSG00000050628.19,3,12,41,192,2,0,0
ENSG00000050730.14,4,1,0,1,3,1,0
ENSG00000050748.16,1724,1736,1205,1590,1864,1491,1481
ENSG00000050767.14,1245,504,125,297,53,23,18
ENSG00000050820.15,0,0,0,2,0,0,0
ENSG00000051009.9,1249,2394,1339,1458,1390,1891,2237
ENSG00000051108.13,1359,3050,1847,2315,5374,2136,1272
ENSG00000051128.17,99,1720,1417.37,2022,471,732,1041
ENSG00000051180.15,128,197,51,97,263,147,161
ENSG00000051341.12,582,824,261,362,1473,817,511
ENSG00000051382.7,9505,4839,4593,5786,4466,3799,2693
ENSG00000051523.9,3420,7370,1170,1874,7965,7387,2941
ENSG00000051596.8,858.14,514.08,558.54,743.39,916.54,1078.61,827.57
ENSG00000051620.9,991,3021,2963,3411,1965,2002,2594
ENSG00000051825.13,8093.51,4644.42,7315.19,6784.38,7472.05,7028.75,5496.31
ENSG00000052126.13,2286,817,2693,2043,2317,1904,542
ENSG00000052344.14,3,2,0,4,0,1,3
ENSG00000052723.10,3965,2367,2506,3643,2692,1885,1949
ENSG00000052749.12,1372,6932,1322,1113,2102,1938,2024
ENSG00000052795.11,1013,2938,1506,1392,2066,1331,1493
ENSG00000052802.11,381,384,264,863,746,315,648
ENSG00000052841.13,11057,8544,8597,10546,9588,11790,9591
ENSG00000052850.5,0,0,1,1,0,0,0
ENSG00000053108.15,7,0,1,2,0,1,1
ENSG00000053254.14,7689,7382,5123,5860,7390,6521,7259
ENSG00000053328.8,18,4,2,4,6,7,9
ENSG00000053371.11,544,1209,632,714,953,1027,872.98
ENSG00000053372.4,1185,650,705,615,793,906,894
ENSG00000053438.8,0,0,0,0,0,2,0
ENSG00000053501.11,343,300,356,335,363,501,743
ENSG00000053524.10,55,46,207,389,79,176,83
ENSG00000053702.13,2,0,0,1,0,1,1
ENSG00000053747.14,8,135,20,77,241,812,225
ENSG00000053770.10,5196,2272,2949,4454,3466,2641,1958
ENSG00000053900.9,2723,2427,2692,3214,2554,2062,1883
ENSG00000053918.14,7,796,49,37,501,631,7
ENSG00000054116.10,1313,1233,966,1132,1439,1250,1364
ENSG00000054118.12,9981,8317,5913,7244,9664,7876,9211
ENSG00000054148.16,682,900,393,401,882,906,534
ENSG00000054179.10,0,0,0,0,0,2,0
ENSG00000054219.10,7776.78,8423.25,5813.28,8049.55,7978.02,6439.12,9739
ENSG00000054267.19,6699,5460.92,5875.39,6533.73,6935.02,5610.12,5332.43
ENSG00000054277.11,1062,1414,628,941,988,558,724
ENSG00000054282.14,2461,2007,2705,2687,3390,4223,3485
ENSG00000054356.12,3,0,1,1,0,1,1
ENSG00000054392.11,1066,440,2104,2597,287,347,472
ENSG00000054523.15,1165.66,3599.15,2186.73,2838.16,4406.35,3370.58,1067.67
ENSG00000054598.6,7,87,3228,4705,235,452,5
ENSG00000054611.12,1028,1181,604,606,1030,1424,1383
ENSG00000054654.14,3122,1082,374,495,1382,412,193
ENSG00000054690.12,7,10,4,2,1,0,1
ENSG00000054793.12,192,13,1143,326,621,1220,125
ENSG00000054796.11,0,0,0,0,0,0,0
ENSG00000054803.3,0,0,0,0,0,0,0
ENSG00000054938.14,0,0,0,0,0,0,0
ENSG00000054965.9,3108,2339,3073,2666,3100,3589,3504
ENSG00000054967.11,986,6091,1313,1337,4542,3799,3651
ENSG00000054983.15,10018,1463,749,760,1078,611,14
ENSG00000055044.9,4481,3345,3952,3594,4563,3145,2815
ENSG00000055070.15,3065,3529,2244,1949,2631,2931,3858
ENSG00000055118.13,4764,32,16,18,7,9,26
ENSG00000055130.14,2703,3010,1522,1757,4279,2730,3403
ENSG00000055147.16,1067,1070,1218,1498,1037,737,1005
ENSG00000055163.17,4795,2837,1864,1872,4103,5564,3334
ENSG00000055208.16,4873,3383,3364,4120,7701,3776,5504
ENSG00000055211.11,698,884,675,668,716,407,920
ENSG00000055332.15,5021,13456,4786,4650,6084,2582,5315
ENSG00000055483.18,2135,1980,1836,1415,1771,2525,2487
ENSG00000055609.16,22625.85,23550.09,23858.93,23773.99,34464.93,29404.84,25479.96
ENSG00000055732.11,0,1,0,1,0,0,0
ENSG00000055813.5,0,0,27,9.44,0,0,4
ENSG00000055917.14,12337,7954,10144,11850,12292,7307,9689
ENSG00000055950.15,877,623,462,617,778,899,756
ENSG00000055955.14,237.07,436.93,261.02,247.26,292.48,461.16,172.8
ENSG00000055957.9,0,9,7,18,2,1,1
ENSG00000056050.6,432,371,301,333,472,195,298
ENSG00000056097.14,6808,7580,7102,8170,8923,5346,5439
ENSG00000056277.14,771,435,746,827,606,380,510
ENSG00000056291.16,0,0,0,0,0,0,0
ENSG00000056487.14,0,0,0,0,0,0,0
ENSG00000056558.9,371,1064,973,984,671,1261,1280
ENSG00000056586.14,7865,4857,4444,6457,6252,5804,6116
ENSG00000056736.8,1,0,0,1,1,0,1
ENSG00000056972.17,568,803,935,769,982,1358,1090
ENSG00000056998.17,32,7,165,245,51,59,0
ENSG00000057019.14,640,20,751,950,1,0,462
ENSG00000057149.13,0,1,0,0,0,0,0
ENSG00000057252.11,2175,4711,1639,1953,4011,1556,1487
ENSG00000057294.12,1.04,21,99.39,17,1,1,1.01
ENSG00000057468.6,34,30,60,23,11,8,17
ENSG00000057593.12,0,0,1,4,0,0,0
ENSG00000057608.15,9809.88,14017.96,10775.79,12990.83,17763.9,9931,10001.95
ENSG00000057657.13,228,2038,56,46,203,23,50
ENSG00000057663.11,1956,1699,2060,2489,2051,1441,1335
ENSG00000057704.9,18,111,68,24,139,4,12
ENSG00000057757.8,2918,1217,1026,968,1101,917,1285
ENSG00000057935.12,30,405,639,633,667,371,17
ENSG00000058056.7,911,371,503,599,1019,908,1052
ENSG00000058063.14,11698,9393,5681,4665,9556,5207,7578
ENSG00000058085.13,0,0,2,0,0,0,0
ENSG00000058091.15,973,741,1977,1870,45,353,2517
ENSG00000058262.8,6108,6602,5790,7063,7571,6789,6739
ENSG00000058272.14,11198,8849,7787,10218,10985,7739,7665
ENSG00000058335.14,1,31,121,97,1,0,2
ENSG00000058404.18,1,9,6,21,4,7,3
ENSG00000058453.15,188.54,277.38,385.01,363.91,731.8,1628.47,1019.19
ENSG00000058600.14,3053,2200,2533,2513,1722,2984,2895
ENSG00000058668.13,8329,7771,5756,7018,5682,4855,21356
ENSG00000058673.14,15950.1,13239.03,13329.2,16857.4,16482.89,11786.53,12547.27
ENSG00000058729.9,1306,684,975,1425,1373,804,689
ENSG00000058799.12,737,809,647,883,1177,903,654
ENSG00000058804.11,2230,1358,1355,1676,1809,999,1235
ENSG00000058866.13,281,1951,1554,2575,1945.44,3728,7713.53
ENSG00000059122.15,1460,1316,412,458,1068,2675,1784
ENSG00000059145.17,731,351,352,421,521,921,1532
ENSG00000059377.14,2517,6419,4183,4005,6411,5608,3027
ENSG00000059378.11,1351,2856,607,607,2212,1655,2887
ENSG00000059573.7,3433,2035,2153,2575,2494,3163,2272
ENSG00000059588.8,10363,8195,13433,14904,8404,12076,16150
ENSG00000059691.10,1476,663,749,861,1067,1059,1134
ENSG00000059728.9,3415.43,14017,3666,3386,5532,1951,2520
ENSG00000059758.6,4225,3184,3817,4833,2933,2103,2969
ENSG00000059769.18,347,319.79,316,387,515.75,185.63,225.27
ENSG00000059804.14,1386.84,25269.93,2735.05,3182.35,16090.68,2196.85,4881.54
ENSG00000059915.15,17,8,8,11,8,17,25
ENSG00000060069.15,2383,1538,1671,1417,2055,2563,1446
ENSG00000060138.11,3822,4269,7175,4575,10859,7956,9781
ENSG00000060140.7,64,35,29,59,266,409,69
ENSG00000060237.15,17705,9279,8821,8717,17279,10554,9792
ENSG00000060303.5,0,0,0,0,0,0,0
ENSG00000060339.12,5944,4009,5441,6427,6593,5606,4232
ENSG00000060491.15,952,2664,609,793,1711,1870,2292
ENSG00000060558.3,6804,4319,3149,3083,4703,11012,5156
ENSG00000060566.12,22,0,0,2,0,1,0
ENSG00000060642.9,2211,411,838,766,462,1078,1538
ENSG00000060656.18,0,33,4,18,1,1,1
ENSG00000060688.11,2017,1497,1257,1346,1763,1547,1502
ENSG00000060709.12,0,6,0,0,0,0,0
ENSG00000060718.17,0,0,0,0,0,0,0
ENSG00000060749.13,5055,2864,2750,3765,6291,3539,5164
ENSG00000060762.17,668,1127,513,727,761,787,494
ENSG00000060971.16,1620,2469,1280,1420,2037,2058,2086
ENSG00000060982.13,1268,3601,4670,8397,13301,11285,6085
ENSG00000061273.16,3363,1505,1393,1442,2403,3702,4350
ENSG00000061337.14,0,0,28,47,0,0,0
ENSG00000061455.10,0,10,4,5,1,0,0
ENSG00000061492.10,1,1,2,8,0,0,3
ENSG00000061656.8,10,18,5,9,13,19,12
ENSG00000061676.13,27,15,4,1,8,0,16
ENSG00000061794.11,1855,1209,1436,1583,2234,1201,1048
ENSG00000061918.11,1125,611,260,438,710,1046,849
ENSG00000061936.8,3324,2912,3229,3032,2949,3136,3681
ENSG00000061938.15,1442,2735,986,1376,1926,5086,4686
ENSG00000061987.13,8641,7417,7524,10248,8054,7510,6991
ENSG00000062038.12,4,3,2,2,3,11,3
ENSG00000062096.13,0,1,0,0,0,0,0
ENSG00000062194.14,7553,6327,6141,7452,6496,4718,5147
ENSG00000062282.13,5,90,10,10,144,16,10
ENSG00000062370.15,6,48,356,391,0,3,305
ENSG00000062485.17,4840.05,3950.23,3122.45,3015.03,4397.33,4895.5,5664.98
ENSG00000062524.14,1158,984,1183,2309,53,62,245
ENSG00000062582.12,633,608,368,385,594,508,467
ENSG00000062598.16,1851,2476,1509,1583,2940,1869,2416
ENSG00000062650.16,8403,6924,5981,7279,8617,5081,6433
ENSG00000062716.9,6969,48286,9611,10868,21892,6624,15754
ENSG00000062725.8,2971,1687,1860,3239,2613,1873,2052
ENSG00000062822.11,1086.9,969,284,406.72,1128,1402,1134
ENSG00000063015.18,1,3,0,1,2,1,4
ENSG00000063046.16,37615.41,21544.24,25586.55,23807.29,24205.4,25921.44,44120.24
ENSG00000063127.14,20,24,30,34,21,20,43
ENSG00000063169.9,101,103,69,69,153,178,277
ENSG00000063176.14,230,233,107,187,259,352,382
ENSG00000063177.11,17401,12917,11163,12858,16119,20475,24160
ENSG00000063180.7,12,19,21,17,32,33,13
ENSG00000063241.6,545,350,190,239,495,647,241
ENSG00000063244.11,4203,4173,2490,2729,2885,4372,4258
ENSG00000063245.13,958.8,927.54,558.96,636.44,969.47,1258.68,1377.54
ENSG00000063322.12,902,1276,646,641,859,941,1060
ENSG00000063438.15,40.62,39,18,15,10,24,28
ENSG00000063515.2,0,0,0,0,0,2,0
ENSG00000063587.13,768,675,1086,965,888,863,996
ENSG00000063601.15,1136,1715,913,981,1556,947,1296
ENSG00000063660.7,1,7,16,59,48,72,15
ENSG00000063761.14,270,293,293,246,193,248,177
ENSG00000063854.11,1359,580,268,304,357,609,550
ENSG00000063978.14,2956,2367,2415,2349,2463,2358,3031
ENSG00000064012.20,4648,5994,6160,7319,7104,8796,4156
ENSG00000064042.16,0,2,0,0,0,0,11
ENSG00000064102.13,1828,1020,1537,2134,2360,2078,1941
ENSG00000064115.9,9752,5625,3154,4187,5419,5794,4974
ENSG00000064195.7,0,0,0,0,1,6,0
ENSG00000064199.5,96,113,13,23,61,38,64
ENSG00000064201.14,2189,2548,1859,2157,1745,5356,3272
ENSG00000064205.9,0,0,1,0,0,0,0
ENSG00000064218.4,0,0,0,0,0,0,0
ENSG00000064225.11,211,790.99,911.64,592.51,744.53,73.13,1338.4
ENSG00000064270.11,1,0,0,0,1,0,0
ENSG00000064300.7,3,21,8,2,5,0,3
ENSG00000064309.13,8,12,37,22,2,0,2
ENSG00000064313.10,2693,3114,2651,3473,3735,2804,2092
ENSG00000064393.14,1121,3266,2184,2758,3278,2287,3122
ENSG00000064419.12,4081,3108,3379,3531,3815,3927,4119
ENSG00000064489.20,132.8,141.82,75.39,84.15,128.92,207.74,220.61
ENSG00000064490.12,1312,1030,774,791,1053,1733,1446
ENSG00000064545.13,434,318,257,298,425,595,365
ENSG00000064547.12,283,737,205,264,388,668,785
ENSG00000064601.15,9979,9721,2245,2660,5399,8306,4143
ENSG00000064607.15,8001,6678,7859,8521,7240,12983,10547
ENSG00000064651.12,2294,2751,5645,8510,2592,2112,2410
ENSG00000064652.9,13,192,82,77,16,15,49
ENSG00000064655.17,0,1,0,0,0,0,0
ENSG00000064666.13,5677,2836,1232,1198,3118,4804,3940
ENSG00000064687.11,1541,1904,603,941,1079,1922,1843
ENSG00000064692.17,0,11,3544,2205,1,4,3
ENSG00000064703.10,1610,1102,1581,1752,1410,1350,1267
ENSG00000064726.8,3292,3456,2836,3843,2988,1790,1838
ENSG00000064763.9,1020,2336,1935,3265,3350,3535,2062
ENSG00000064787.11,2,8,1,0,1,0,0
ENSG00000064835.9,0,0,1,0,3,324,0
ENSG00000064886.12,30,35,26,12,501,6,6
ENSG00000064932.14,919,1926,427,558,3007,2068,1846
ENSG00000064933.15,2324,1296,1450,2039,1727,1409,925
ENSG00000064961.17,1252,1056,841,1254,1246,1935,1707
ENSG00000064989.11,2,491,1762,6758,4672,3561,1819
ENSG00000064995.15,1071,897,890,868,871,900,1073
ENSG00000064999.13,1308,1317,2559,2308,1879,2342,2297
ENSG00000065000.14,2758,2446,1310,1635,2516,3157,3915
ENSG00000065029.13,1415,814,787,780,985,1630,1513
ENSG00000065054.12,23,184,1,23,306,1067,412
ENSG00000065057.6,278,246,164,192,491,1056,656
ENSG00000065060.15,2841,3094,3316,3250,3025,3096,3860
ENSG00000065135.8,6842,8252,5146,7487,8115,5125,7107
ENSG00000065150.17,7744,5041,7097,7252,9515,5186,6657
